# CSV-File created with merge-csv.com
# -----------------------------------------------------------

CRN,COURSE,SECTION,DAY,START TIME,END TIME,FIRST NAME,LAST NAME,LOCATION
27067,BUS 70,62Z,,,,Guillermo,Hernandez,ONLINE
27069,BUS 85,62Z,,,,Oduro,Takyi,ONLINE
21223,BUS 87,62Z,,,,Oduro,Takyi,ONLINE
27831,BUS 89,50Z,,,,Dionne,Morgan,ONLINE
27641,BUS 90,01Z,TR,1420,1550,Gordon,Smith,ONLINE
27651,BUS 90,1GZ,TR,1420,1550,Gordon,Smith,ONLINE
00323,BUS 90,62Z,,,,Emily,Garbe,ONLINE
27653,BUS 90,65Z,,,,Dionne,Morgan,ONLINE
21660,BUS 91,62Z,,,,Dan,Salah,ONLINE
20989,BUS 96,62Z,,,,Michele,Fritz,ONLINE
00330,CD 10G,01F,TR,1600,1750,Jayanti,Roy,HOMSTD
27046,CD 10G,1GF,TR,1600,1750,Jayanti,Roy,HOMSTD
25977,CD 10G,2CF,S,930,1320,Shelley,Gonzales,CDO
00331,CD 10G,51Z,,,,Cristina,Leal,ONLINE
00333,CD 10H,01Z,W,1830,2220,Jila,Maleksalehi,ONLINE
00335,CD 10H,02Z,R,1030,1220,Julie,Kennedy,ONLINE
00337,CD 12,01Z,T,1030,1120,Nellie,Vargas,ONLINE
00339,CD 12,02Y,R,1030,1220,Nellie,Vargas,L28
23156,CD 50,01Y,R,1330,1520,Nellie,Vargas,L25
25273,CD 50,1CF,S,930,1320,Jayanti,Roy,EDUCR
23901,CD 51A,01Y,MW,1230,1335,Jayanti,Roy,ONLINE
23903,CD 51A,02Y,TR,1230,1335,Jayanti,Roy,ONLINE
23902,CD 51B,01Y,MW,1230,1335,Jayanti,Roy,ONLINE
23904,CD 51B,02Y,TR,1230,1335,Jayanti,Roy,ONLINE
21537,CD 52,01Z,R,1830,2020,Zana,Wilkie,ONLINE
21538,CD 54,01Z,T,1330,1420,Nellie,Vargas,ONLINE
27729,CD 54,02Z,W,1830,2120,Phyllis,De Motta,ONLINE
23968,CD 55,01Z,M,1830,2020,Jayanti,Roy,ONLINE
23190,CD 58,01Z,T,1130,1420,Fatemeh,Zarghami,ONLINE
00353,CD 59G,01Z,T,1830,2220,Jayanti,Roy,ONLINE
21961,CD 64,50Z,,,,Richard,Zalman,ONLINE
27158,CD 68,01Z,W,1830,2120,Jayanti,Roy,ONLINE
24893,CD 73,01Z,W,1130,1320,Fatemeh,Zarghami,ONLINE
27596,EDUC 46,13Z,TR,1600,1815,Reza,Shariatmadari,ONLINE
26996,AFAM 10,60Z,,,,Julie,Keiffer-Lewis,ONLINE
27608,AFAM 10,61Z,,,,Shanita,Ealey,ONLINE
27966,AFAM 10,62Z,,,,Julie,Keiffer-Lewis,ONLINE
26420,AFAM 12A,60Z,,,,Julie,Keiffer-Lewis,ONLINE
27631,ASAM 1,40,MW,1000,1150,Wayne,Jopanda,MCC-12
25794,ASAM 1,61Z,,,,Mae,Lee,ONLINE
25795,ASAM 11,01Y,R,1230,1400,Mae,Lee,MLC109
27800,ASAM 11,60Z,,,,Mae,Lee,ONLINE
27626,ASAM 20,60Z,,,,Francesca,Caparas,ONLINE
25792,ASAM 40,61Z,,,,So,Kam Lee,ONLINE
25797,ASAM 41,61Z,,,,Young,Jung,ONLINE
26997,CETH 8,61Z,,,,Marc,Coronado,ONLINE
26399,CETH 10,63Z,,,,Mae,Lee,ONLINE
26401,CETH 13,61Z,,,,Catie,Cadge-Moore,ONLINE
26406,CETH 13,62Z,,,,Catie,Cadge-Moore,ONLINE
26402,CETH 29,65Z,,,,Meghan,Kensler,ONLINE
27629,CHLX 10,1FY,W,1330,1520,Felipe,Ponce,MCC-10
27018,CHLX 10,60Z,,,,Felipe,Ponce,ONLINE
27340,CHLX 10,61Z,,,,Robert,Unzueta,ONLINE
27348,CHLX 10,62Z,,,,Robert,Unzueta,ONLINE
27017,CHLX 13,60Z,,,,Angelina,Loyola,ONLINE
27956,ICS 7,01Y,M,930,1120,Nick,Chivers,MLC111
27957,ICS 7,02Y,W,930,1120,Thalia,Bobadilla,MLC111
26486,ICS 25,50Z,,,,Laura,Chin,ONLINE
27057,ICS 27,1EZ,TR,1800,1950,Cynthia,Kaufman,ONLINE
28015,ICS 77,65R,,,,Mae,Lee,ONLINE
27950,ICS 80X,65R,,,,Cynthia,Kaufman,ONLINE
27951,ICS 81X,65R,,,,Cynthia,Kaufman,ONLINE
27952,ICS 82X,65R,,,,Cynthia,Kaufman,ONLINE
26403,NAIS 12,60Z,,,,Meghan,Kensler,ONLINE
27906,NAIS 31,01Y,M,1130,1320,David,Palaita,MCC-10
27905,NAIS 31,02V,M,1130,1320,David,Palaita,MCC-10
26996,AFAM 10,60Z,,,,Julie,Keiffer-Lewis,ONLINE
27608,AFAM 10,61Z,,,,Shanita,Ealey,ONLINE
27966,AFAM 10,62Z,,,,Julie,Keiffer-Lewis,ONLINE
26420,AFAM 12A,60Z,,,,Julie,Keiffer-Lewis,ONLINE
27631,ASAM 1,40,MW,1000,1150,Wayne,Jopanda,MCC-12
25794,ASAM 1,61Z,,,,Mae,Lee,ONLINE
25795,ASAM 11,01Y,R,1230,1400,Mae,Lee,MLC109
27800,ASAM 11,60Z,,,,Mae,Lee,ONLINE
27626,ASAM 20,60Z,,,,Francesca,Caparas,ONLINE
25792,ASAM 40,61Z,,,,So,Kam Lee,ONLINE
25797,ASAM 41,61Z,,,,Young,Jung,ONLINE
26997,CETH 8,61Z,,,,Marc,Coronado,ONLINE
26399,CETH 10,63Z,,,,Mae,Lee,ONLINE
26401,CETH 13,61Z,,,,Catie,Cadge-Moore,ONLINE
26406,CETH 13,62Z,,,,Catie,Cadge-Moore,ONLINE
26402,CETH 29,65Z,,,,Meghan,Kensler,ONLINE
27629,CHLX 10,1FY,W,1330,1520,Felipe,Ponce,MCC-10
27018,CHLX 10,60Z,,,,Felipe,Ponce,ONLINE
27340,CHLX 10,61Z,,,,Robert,Unzueta,ONLINE
27348,CHLX 10,62Z,,,,Robert,Unzueta,ONLINE
27017,CHLX 13,60Z,,,,Angelina,Loyola,ONLINE
27956,ICS 7,01Y,M,930,1120,Nick,Chivers,MLC111
27957,ICS 7,02Y,W,930,1120,Thalia,Bobadilla,MLC111
26486,ICS 25,50Z,,,,Laura,Chin,ONLINE
27057,ICS 27,1EZ,TR,1800,1950,Cynthia,Kaufman,ONLINE
28015,ICS 77,65R,,,,Mae,Lee,ONLINE
27950,ICS 80X,65R,,,,Cynthia,Kaufman,ONLINE
27951,ICS 81X,65R,,,,Cynthia,Kaufman,ONLINE
27952,ICS 82X,65R,,,,Cynthia,Kaufman,ONLINE
26403,NAIS 12,60Z,,,,Meghan,Kensler,ONLINE
27906,NAIS 31,01Y,M,1130,1320,David,Palaita,MCC-10
27905,NAIS 31,02V,M,1130,1320,David,Palaita,MCC-10
00469,CIS 2,62Z,,,,Valerie,Taylor,ONLINE
00471,CIS 3,02Z,T,1800,1850,Hoang,Nguyen,ONLINE
20371,CIS 3,62Z,,,,Spera,Georgiou,ONLINE
02638,CIS 3,74Z,,,,Alexander,Morgan Jr,ONLINE
26036,CIS 4,03Z,T,1530,1620,Anita,Whitehill,ONLINE
22333,CIS 4,62Z,,,,Linda,West,ONLINE
26498,CIS 5,61Z,,,,Manish,Goel,ONLINE
27728,CIS 6,62Z,,,,Spera,Georgiou,ONLINE
21790,CIS 14A,62Z,,,,Arthur,Linn Jr,ONLINE
02639,CIS 18A,01Y,MW,930,1020,Clare,Nguyen,AT311
00479,CIS 18A,12Z,MW,1800,1850,Lalitha,Krishnamurthy,ONLINE
02644,CIS 21JA,01Z,TR,1330,1420,Abeer,Alameer,ONLINE
23989,CIS 21JA,12Y,MW,1330,1445,Clare,Nguyen,AT311
22853,CIS 21JA,62Z,,,,Abeer,Alameer,ONLINE
26235,CIS 21JA,63Z,,,,Yau,Lau,ONLINE
21713,CIS 22A,02D,MW,1430,1620,Abeer,Alameer,AT204
21714,CIS 22A,02Y,MW,1130,1320,Abeer,Alameer,AT204
21716,CIS 22A,05Z,MW,1330,1520,Ira,Oldham,ONLINE
27781,CIS 22A,06Z,TR,1630,1820,Alexandre,Stoykov,ONLINE
22569,CIS 22A,08Y,W,2000,2050,Justin,Read,AT311
21717,CIS 22A,11Y,MW,1800,1950,Tuan,Nguyen,AT203
21718,CIS 22A,54Y,W,1530,1720,Hussein,Al-Hussein,AT311
22006,CIS 22A,6GZ,TR,1630,1820,Alexandre,Stoykov,ONLINE
23868,CIS 22A,62Z,,,,Mary,Pape,ONLINE
21720,CIS 22B,02Z,T,1800,1915,Manish,Goel,AT311
22325,CIS 22B,03Z,MW,930,1120,Edward,Ahrens,ONLINE
22583,CIS 22B,04Y,TR,1130,1245,Dan,Halabe,AT204
21719,CIS 22B,04Z,MW,1330,1520,Edward,Ahrens,ONLINE
26233,CIS 22B,63Z,,,,Hann,So,ONLINE
27965,CIS 22B,73Z,,,,Linyun,Yu,ONLINE
27971,CIS 22BH,04Y,TR,1130,1245,Dan,Halabe,AT204
22327,CIS 22C,01Y,TR,1330,1520,Ronald,Kleinman,AT311
26034,CIS 22C,03Z,,,,Kamran,Eftekhari,ONLINE
26232,CIS 22C,09Y,M,1530,1645,Manish,Goel,AT311
23078,CIS 22C,10Y,M,1800,1915,Manish,Goel,AT311
22320,CIS 22C,50Z,,,,Kamran,Eftekhari,ONLINE
22855,CIS 22C,62Z,,,,Jennifer,Parrish,ONLINE
23076,CIS 28,11Y,TR,1530,1720,Ronald,Kleinman,AT311
22958,CIS 29,11Z,TR,1800,1950,Grant,Larkin,ONLINE
00484,CIS 35A,01Z,M,1330,1520,Linyun,Yu,ONLINE
00485,CIS 35A,11Y,M,2000,2150,Sukhjit,Singh,AT204
23382,CIS 35A,62Z,,,,Felix,Amoruwa,ONLINE
00487,CIS 35B,11Y,M,1800,1950,Sukhjit,Singh,AT204
23412,CIS 36A,01Y,MW,1130,1320,Jennifer,Parrish,AT203
22957,CIS 36B,01Y,TR,1130,1320,Jennifer,Parrish,AT311
25935,CIS 40,01Z,TR,1630,1820,Yau,Lau,ONLINE
26032,CIS 40,03Z,W,1330,1420,Anita,Whitehill,ONLINE
26785,CIS 40,1GZ,TR,1630,1820,Yau,Lau,ONLINE
24578,CIS 40,10Y,W,1800,1850,Justin,Read,AT311
26035,CIS 40,62Z,,,,Alexandre,Stoykov,ONLINE
27462,CIS 40,63Z,,,,Mirsaeid,Abolghasemi,ONLINE
23384,CIS 41A,01Z,TR,1530,1720,Ira,Oldham,ONLINE
24090,CIS 41A,02Y,MW,1130,1320,Clare,Nguyen,AT311
26033,CIS 41A,62Z,,,,Mirsaeid,Abolghasemi,ONLINE
25218,CIS 41B,01Z,MW,1800,1950,Grant,Larkin,ONLINE
27305,CIS 44A,62Z,,,,Tuan,Nguyen,ONLINE
27312,CIS 46,62Z,,,,Joseph,Lam,ONLINE
25934,CIS 64B,02Z,,,,Sukhjit,Singh,ONLINE
22859,CIS 64C,02Z,,,,Sukhjit,Singh,ONLINE
25933,CIS 64G,62Z,,,,Manish,Goel,ONLINE
27779,CIS 69A,01Z,W,1800,1850,Luis,Barreto,ONLINE
27777,CIS 69D,01Z,M,1800,1850,Luis,Barreto,ONLINE
25295,CIS 79,62Z,,,,Robert,Slate,ONLINE
00494,CIS 89A,62Z,,,,Valerie,Taylor,ONLINE
26016,CIS 89C,62Z,,,,Arthur,Linn Jr,ONLINE
27654,CIS 95A,15Y,S,830,1820,Sukhjit,Singh,AT204
27655,CIS 95A,15Z,S,830,1820,Sukhjit,Singh,ONLINE
27656,CIS 95B,15Y,S,930,1720,Sukhjit,Singh,AT204
27657,CIS 95B,15Z,S,930,1720,Sukhjit,Singh,ONLINE
21723,CIS 98,62Z,,,,Patricia,Holmes,ONLINE
23077,CIS 99,62Z,,,,Patricia,Holmes,ONLINE
24252,CIS 102,62Z,,,,Len,Fisk,ONLINE
21722,CIS 108,62Z,,,,Joseph,Lam,ONLINE
27228,CIS 308,62Z,,,,Joseph,Lam,ONLINE
27235,CIS 318A,04Z,MW,1800,1850,Lalitha,Krishnamurthy,ONLINE
26555,CIS 340,05Z,W,1330,1420,Anita,Whitehill,ONLINE
27782,CIS 340,62Z,,,,Alexandre,Stoykov,ONLINE
27780,CIS 369A,01Z,W,1800,1850,Luis,Barreto,ONLINE
27778,CIS 369D,01Z,M,1800,1850,Luis,Barreto,ONLINE
27233,CIS 398,62Z,,,,Patricia,Holmes,ONLINE
27234,CIS 399,99Z,,,,Patricia,Holmes,ONLINE
27774,CLP 5,01,F,900,1050,Glynn,Wallis,MLC108
26658,CLP 5,21D,T,930,1020,Christian,Rodriguez,L75
25838,CLP 5,65Z,,,,Yolanda,Johnson,ONLINE
27775,CLP 7,01,,,,Herminio,Hernando,ONLINE
26509,CLP 7,01Z,W,930,1020,Robert,Alexander,ONLINE
25835,CLP 7,62Z,,,,Pauline,Wethington,ONLINE
27758,COUN 5,01,W,1000,1150,Patty,Guitron,L27
27768,COUN 5,01S,T,1230,1320,Huy,Le,L32
26823,COUN 5,01W,T,1230,1320,Jesus,Ruelas,MLC109
27756,COUN 5,04Z,F,1030,1120,Khoa,Nguyen,ONLINE
27757,COUN 5,05Z,,,,Mark,Fu,ONLINE
27833,COUN 5,06Z,,,,Tamara,Goldie,ONLINE
27834,COUN 5,07Z,,,,Melinda,Hughes,ONLINE
26639,COUN 5,1FY,T,930,1120,Jorge,Morales,L61
27769,COUN 5,1NY,F,1000,1150,Manija,Ansari,MLC110
27197,COUN 5,1PD,W,1300,1450,Liliana,Rivera,MCC-13
27196,COUN 5,1UM,T,1130,1220,Maurice,Canyon,L22
26656,COUN 5,1VD,T,1030,1220,Amy,Wang,L32
26640,COUN 5,2FY,T,1130,1320,Jorge,Morales,L61
27770,COUN 5,2NY,F,1000,1150,Noemi,Teppang,MLC109
27771,HUMA 10,01,MW,1000,1150,Fran,Jackler,MCC-13
24520,HUMA 10,01Z,,,,Pauline,Wethington,ONLINE
24960,HUMA 10,04Z,W,930,1020,Kevin,Glapion,ONLINE
24696,HUMA 10,65Z,,,,Herminio,Hernando,ONLINE
27884,HUMA 10H,01,MW,1000,1150,Fran,Jackler,MCC-13
26517,HUMA 20,01Z,F,900,1050,Melinda,Hughes,ONLINE
27773,HUMA 20,1GF,WF,1115,1310,Trisha,Tran,CUPHS
27772,HUMA 30,01Y,T,1000,1150,Kevin,Glapion,MCC-13
25223,HUMA 30,01Z,T,1030,1120,Shireen,Woo,ONLINE
25216,HUMA 30,62Z,,,,KD,Huynh,ONLINE
00009,ACCT 1A,01Y,TR,08:30 AM-10:20 AM,Lakshmamma Venkata,L74
27176,ACCT 1A,02Y,MW,09:30 AM-10:45 AM,Kevin Mello,L76
27178,ACCT 1A,03Y,MW,11:30 AM-01:20 PM,Jeffrey West,L74
21305,ACCT 1A,03Z,TR,02:20 PM-04:10 PM,Sandra Li,ONLINE
27177,ACCT 1A,04Y,TR,10:30 AM-12:20 PM,Sandra Li,L76
27175,ACCT 1A,04Z,TR,12:30 PM-02:20 PM,Mia Breen,ONLINE
27683,ACCT 1A,05Y,MW,01:30 PM-03:20 PM,John Lord,L81
24001,ACCT 1A,05Z,MW,09:30 AM-11:20 AM,Catherina Wong,ONLINE
00018,ACCT 1A,06Y,TR,11:30 AM-01:20 PM,Catherina Wong,L81
25923,ACCT 1A,07Z,TR,09:30 AM-11:20 AM,Richard Claire,ONLINE
27682,ACCT 1A,08Y,MW,10:30 AM-11:45 AM,Lih Hung,L84
26772,ACCT 1A,1GZ,TR,02:20 PM-04:10 PM,Sandra Li,ONLINE
00007,ACCT 1A,67Z,,TBA-TBA,Scott Osborne,ONLINE
00022,ACCT 1A,68Z,,TBA-TBA,Sandra Li,ONLINE
27878,ACCT 1AH,04Z,TR,12:30 PM-02:20 PM,Mia Breen,ONLINE
27896,ACCT 1AH,06Y,TR,11:30 AM-01:20 PM,Catherina Wong,L81
24284,ACCT 1B,01Y,MW,11:00 AM-12:15 PM,Kevin Mello,L76
27684,ACCT 1B,02Z,MW,06:00 PM-07:50 PM,Michael Riordan,ONLINE
25909,ACCT 1B,03Y,TR,01:30 PM-03:20 PM,Jeffrey West,L74
27685,ACCT 1B,03Z,MW,01:30 PM-02:20 PM,Catherina Wong,ONLINE
22465,ACCT 1B,62Z,,TBA-TBA,Sandra Li,ONLINE
27897,ACCT 1BH,03Z,MW,01:30 PM-02:20 PM,Catherina Wong,ONLINE
27690,ACCT 1C,01Z,T,10:00 AM-11:50 AM,Lih Hung,ONLINE
27691,ACCT 1C,02Z,MW,09:30 AM-11:20 AM,Lakshmamma Venkata,ONLINE
00041,ACCT 1C,62Z,,TBA-TBA,Scott Osborne,ONLINE
25916,ACCT 1C,65Z,,TBA-TBA,Lydia Botsford,ONLINE
27212,ACCT 51A,62Z,,TBA-TBA,Kevin Mello,ONLINE
27694,ACCT 58,62Z,,TBA-TBA,John Lord,ONLINE
24843,ACCT 64,62Z,,TBA-TBA,Lauri Hammond,ONLINE
24722,ACCT 67,62Z,,TBA-TBA,Lydia Botsford,ONLINE
27187,ACCT 68,64Z,,TBA-TBA,Lydia Botsford,ONLINE
24561,ACCT 74,62Z,,TBA-TBA,Alexis James,ONLINE
27695,ACCT 87AI,62Z,,TBA-TBA,Lauri Hammond,ONLINE
25924,ACCT 88,65Z,,TBA-TBA,Lauri Hammond,ONLINE
27774,CLP 5,01,F,900,1050,Glynn,Wallis,MLC108
26658,CLP 5,21D,T,930,1020,Christian,Rodriguez,L75
25838,CLP 5,65Z,,,,Yolanda,Johnson,ONLINE
27775,CLP 7,01,,,,Herminio,Hernando,ONLINE
26509,CLP 7,01Z,W,930,1020,Robert,Alexander,ONLINE
25835,CLP 7,62Z,,,,Pauline,Wethington,ONLINE
27758,COUN 5,01,W,1000,1150,Patty,Guitron,L27
27768,COUN 5,01S,T,1230,1320,Huy,Le,L32
26823,COUN 5,01W,T,1230,1320,Jesus,Ruelas,MLC109
27756,COUN 5,04Z,F,1030,1120,Khoa,Nguyen,ONLINE
27757,COUN 5,05Z,,,,Mark,Fu,ONLINE
27833,COUN 5,06Z,,,,Tamara,Goldie,ONLINE
27834,COUN 5,07Z,,,,Melinda,Hughes,ONLINE
26639,COUN 5,1FY,T,930,1120,Jorge,Morales,L61
27769,COUN 5,1NY,F,1000,1150,Manija,Ansari,MLC110
27197,COUN 5,1PD,W,1300,1450,Liliana,Rivera,MCC-13
27196,COUN 5,1UM,T,1130,1220,Maurice,Canyon,L22
26656,COUN 5,1VD,T,1030,1220,Amy,Wang,L32
26640,COUN 5,2FY,T,1130,1320,Jorge,Morales,L61
27770,COUN 5,2NY,F,1000,1150,Noemi,Teppang,MLC109
27771,HUMA 10,01,MW,1000,1150,Fran,Jackler,MCC-13
24520,HUMA 10,01Z,,,,Pauline,Wethington,ONLINE
24960,HUMA 10,04Z,W,930,1020,Kevin,Glapion,ONLINE
24696,HUMA 10,65Z,,,,Herminio,Hernando,ONLINE
27884,HUMA 10H,01,MW,1000,1150,Fran,Jackler,MCC-13
26517,HUMA 20,01Z,F,900,1050,Melinda,Hughes,ONLINE
27773,HUMA 20,1GF,WF,1115,1310,Trisha,Tran,CUPHS
27772,HUMA 30,01Y,T,1000,1150,Kevin,Glapion,MCC-13
25223,HUMA 30,01Z,T,1030,1120,Shireen,Woo,ONLINE
25216,HUMA 30,62Z,,,,KD,Huynh,ONLINE
27642,DANC 22,01,TR,930,1045,Janet,Shaw,PE11U
21652,DANC 22K,01,TR,1130,1245,Janet,Shaw,PE11U
21683,DANC 22L,01,TR,1130,1245,Janet,Shaw,PE11U
22255,DANC 22M,01,TR,1130,1245,Janet,Shaw,PE11U
23048,DANC 38A,01,TR,930,1120,Warren,Lucas,A11
23049,DANC 38A,50Z,,,,Vernon,Gallegos,ONLINE
02417,THEA 1,50Z,,,,Vernon,Gallegos,ONLINE
02416,THEA 1,51Z,,,,Vernon,Gallegos,ONLINE
26168,THEA 20A,01,TR,930,1045,Elizabeth,Stimson,G3
27635,THEA 20A,61,MW,1830,1945,Neil,Schwartz,G3
26169,THEA 20B,01,TR,930,1045,Elizabeth,Stimson,G3
27636,THEA 20B,61,MW,1830,1945,Neil,Schwartz,G3
26170,THEA 20C,01,TR,930,1045,Elizabeth,Stimson,G3
27638,THEA 20C,61,MW,1830,1945,Neil,Schwartz,G3
26633,DMT 53,01,MW,1800,1950,Kara,Krone,SC3103
27127,DMT 55,01,TR,1430,1620,Kara,Krone,E24
27843,DMT 55,01G,TR,1430,1620,Kara,Krone,E24
26626,DMT 60A,01,TR,830,920,Paul,Klingman,SC3103
22781,DMT 60A,62Z,,,,Paul,Klingman,ONLINE
27105,DMT 61A,01,MW,830,920,Paul,Klingman,SC3103
26679,DMT 61A,62Z,,,,Paul,Klingman,ONLINE
26629,DMT 62A,01,MW,830,920,Paul,Klingman,SC3103
26630,DMT 62A,62Z,,,,Paul,Klingman,ONLINE
23002,DMT 77A,65R,MW,1430,1720,Mike,Appio,E25
23007,DMT 77B,65R,MW,1430,1720,Mike,Appio,E25
23010,DMT 77C,65R,MW,1430,1720,Mike,Appio,E25
23011,DMT 77D,65R,MW,1430,1720,Andrew,Stoddard,E24
23012,DMT 77E,65R,MW,1430,1720,Andrew,Stoddard,E24
23013,DMT 77F,65R,MW,1430,1720,Mike,Appio,E24
25446,DMT 77G,65R,MW,1430,1720,Mike,Appio,SC3103
25447,DMT 77H,65R,MW,1430,1720,Mike,Appio,SC3103
26011,DMT 77J,65R,MW,1430,1720,Mike,Appio,SC3103
22784,DMT 77Y,65R,TR,1430,1720,Mike,Appio,SC3103
26642,DMT 80,55,MTWR,800,915,Mike,Appio,E25
26643,DMT 80,61,MW,1730,1845,Andrew,Stoddard,E25
26644,DMT 84A,55,MTWR,800,915,Mike,Appio,E24
26646,DMT 84A,61,TR,1830,1945,Mike,Appio,E25
26647,DMT 87E,61,MW,1730,1845,Daniel,Nguyen,E24
27808,DMT 87P,61,TR,1730,1845,Andrew,Stoddard,E24
26651,DMT 90,61,TR,1600,1805,Mike,Tatarakis,E25
26652,DMT 95,01L,S,830,1120,Christoph,Newell,E25
22785,DMT 101,01,TR,1330,1620,Mike,Appio,SC3103
22786,DMT 102,01,MW,1330,1620,Mike,Appio,SC3103
22788,DMT 103,01,MW,1330,1620,Mike,Appio,SC3103
23065,DMT 104,01,TR,1430,1720,Mike,Appio,SC3103
23569,DMT 108,61,TR,1430,1720,Mike,Appio,SC3103
22787,DMT 110,61,MW,1430,1720,Mike,Appio,SC3103
26681,DMT 201,01,MW,1430,1720,Mike,Appio,E24
26682,DMT 202,01,MW,1430,1720,Mike,Appio,E25
26683,DMT 205,01,MW,1430,1720,Mike,Appio,E23
00637,ECON 1,01Y,R,1030,1220,Ravjeet,Singh,S56
00648,ECON 1,02Z,F,930,1320,John,Brady,ONLINE
00644,ECON 1,04,TR,1330,1520,Ninos,Malek,L72
24092,ECON 1,06Y,M,1330,1520,Monika,Thomas,MLC109
24699,ECON 1,51Z,,,,Ravjeet,Singh,ONLINE
27712,ECON 1,52Z,,,,Stephen,Blohm,ONLINE
00643,ECON 1,53Z,,,,Ninos,Malek,ONLINE
28004,ECON 1,54Z,,,,Manisha,Perera,ONLINE
00646,ECON 1,55Z,,,,Stephen,Zill,ONLINE
25851,ECON 1,57Z,,,,Monika,Thomas,ONLINE
27036,ECON 1,61,T,1830,2220,Ninos,Malek,MCC-17
20265,ECON 1,62Z,,,,Don,Uy-Barreta,ONLINE
27886,ECON 1H,01Y,R,1030,1220,Ravjeet,Singh,S56
28007,ECON 1H,55Z,,,,Stephen,Zill,ONLINE
27709,ECON 2,01Y,W,1330,1520,Stephen,Zill,S56
27711,ECON 2,02Y,M,1030,1220,Monika,Thomas,L26
00659,ECON 2,03,TR,1030,1220,Ninos,Malek,L74
24172,ECON 2,04Y,M,1830,2020,Abdullahi,Koshin,MLC103
25248,ECON 2,50Z,,,,Ravjeet,Singh,ONLINE
00654,ECON 2,51Z,,,,Monika,Thomas,ONLINE
00655,ECON 2,52Z,,,,Ravjeet,Singh,ONLINE
00657,ECON 2,53Z,,,,Don,Uy-Barreta,ONLINE
27705,ECON 2,54Z,,,,Manisha,Perera,ONLINE
27708,ECON 2,55Z,,,,Triyakshana,Seshadri,ONLINE
26426,ECON 2,56Z,,,,Ninos,Malek,ONLINE
27032,ECON 2,57Z,,,,Stephen,Blohm,ONLINE
28008,ECON 2H,01Y,W,1330,1520,Stephen,Zill,S56
27887,ECON 2H,52Z,,,,Ravjeet,Singh,ONLINE
26430,ECON 3,50Z,,,,Monika,Thomas,ONLINE
26425,ECON 5,50Z,,,,Triyakshana,Seshadri,ONLINE
26801,EDAC 232Z,01F,MTWR,800,1350,Monica,De Carvalho,HOPEW
26803,EDAC 233,03Z,W,1600,1850,Monica,De Carvalho,ONLINE
24856,EDAC 240,55Z,,,,Sridevi,Lakshmanan,ONLINE
24861,EDAC 245,01,T,1000,1050,Sridevi,Lakshmanan,AT203
24857,EDAC 290X,55Z,,,,Sridevi,Lakshmanan,ONLINE
24835,LS 207,01Z,MW,1130,1320,Cathy,Patel,ONLINE
24246,COMM 1,01Z,MW,730,945,Joel,Sakakihara,ONLINE
24247,COMM 1,02Y,MW,830,1020,Royce,Cano,L48
24347,COMM 1,03Y,MW,930,1120,Shagundeep,Kaur,L45
24348,COMM 1,04Y,MW,1030,1220,Kathleen,Raiff,L48
24349,COMM 1,05Y,TR,1130,1320,Alex,Kramer,L45
24352,COMM 1,06Y,MW,1230,1420,James,Ahern,L49
24354,COMM 1,07Y,MW,1330,1520,Kathleen,Raiff,L43
24355,COMM 1,08Y,MW,1430,1620,Thalia,Bobadilla,L49
24356,COMM 1,09Y,MW,1630,1820,Scott,Koppel,L49
25670,COMM 1,1UM,TR,930,1120,Russell,Hong,L49
24346,COMM 1,10Y,W,1600,1815,Stephanie,Anderson,L45
24359,COMM 1,11Y,TR,730,920,David,Hamilton,L49
24361,COMM 1,12Y,TR,830,1020,Joel,Sakakihara,L48
24365,COMM 1,14Y,TR,1030,1220,Peter,Lee,L48
24366,COMM 1,15Y,TR,1130,1320,Russell,Hong,L49
24368,COMM 1,16Y,TR,1230,1420,Morgan,McKnight,L48
24371,COMM 1,17Y,TR,1330,1520,Alex,Kramer,L45
26315,COMM 1,18Y,TR,1430,1620,Peter,Lee,L48
26662,COMM 1,19Y,TR,1630,1820,Karl,Isacson,L48
24345,COMM 1,20Y,TR,1830,2020,Karl,Isacson,L49
24358,COMM 1,51Z,MW,1830,2045,Stephen,Hinerman,ONLINE
24353,COMM 1,52Z,,,,Alex,Kramer,ONLINE
24357,COMM 1,53Z,,,,Nick,Chivers,ONLINE
24362,COMM 1,54Z,,,,Thalia,Bobadilla,ONLINE
24369,COMM 1,55Z,,,,James,Ahern,ONLINE
25456,COMM 1,56Z,,,,Royce,Cano,ONLINE
24350,COMM 1,57Z,,,,Roxanne,Cnudde,ONLINE
24351,COMM 1,58Z,,,,Tina,Lim,ONLINE
25455,COMM 1,59Z,,,,Nick,Chivers,ONLINE
26309,COMM 1,60Z,,,,Roxanne,Cnudde,ONLINE
27361,COMM 1,62Z,,,,Tina,Lim,ONLINE
28016,COMM 1,63Z,,,,Royce,Cano,ONLINE
27732,COMM 7,01Y,M,930,1120,Nick,Chivers,MLC111
27733,COMM 7,02Y,W,930,1120,Thalia,Bobadilla,MLC111
24372,COMM 8,01Y,TR,930,1120,Alex,Kramer,L45
24373,COMM 8,51Z,,,,Alex,Kramer,ONLINE
24374,COMM 9,01Y,T,1600,1815,Brandon,Gainer,L49
24375,COMM 9,51Z,,,,Brandon,Gainer,ONLINE
24904,COMM 10,01Y,MW,830,1020,Russell,Hong,L49
